,DCP,DNCP,OPCP,HPCP,LPCP,CPCP,ACPCP,VTCP,MPN5P
788,2023-02-17,44974.0,199.99,208.44,197.5,208.31,208.31,213738500.0,201.26
789,2023-02-21,44978.0,204.99,209.71,197.22,197.37,197.37,180018590.0,201.99
790,2023-02-22,44979.0,197.93,201.99,191.78,200.86,200.86,191828500.0,203.67499999999998
791,2023-02-23,44980.0,203.91,205.14,196.33,202.07,202.07,146360000.0,202.03
792,2023-02-24,44981.0,196.33,197.67,192.8,196.88,196.88,142228100.0,202.03
793,2023-02-27,44984.0,202.03,209.42,201.26,207.63,207.63,161028300.0,198.52
794,2023-02-28,44985.0,210.59,211.23,203.75,205.71,205.71,153144900.0,194.2
795,2023-03-01,44986.0,206.21,207.2,198.52,202.77,202.77,156852800.0,191.38
796,2023-03-02,44987.0,186.74,193.75,186.01,190.9,190.9,181500700.0,189.8475
797,2023-03-03,44988.0,194.8,200.48,192.88,197.79,197.79,154193300.0,185.04
798,2023-03-06,44991.0,198.54,198.6,192.3,193.81,193.81,128100096.0,178.29
799,2023-03-07,44992.0,191.38,194.2,186.1,187.71,187.71,148125790.0,177.35
800,2023-03-08,44993.0,185.04,186.5,180.0,182.0,182.0,151897790.0,177.31
801,2023-03-09,44994.0,180.25,185.18,172.51,172.92,172.92,170023810.0,178.29
802,2023-03-10,44995.0,175.13,178.29,168.44,173.44,173.44,191488900.0,180.37
803,2023-03-13,44998.0,167.46,177.35,163.91,174.48,174.48,167790300.0,180.8
804,2023-03-14,44999.0,177.31,183.8,177.14,183.26,183.26,143717900.0,182.2875
805,2023-03-15,45000.0,180.8,182.34,176.03,180.45,180.45,145995600.0,185.81
806,2023-03-16,45001.0,180.37,185.81,178.84,184.13,184.13,121136800.0,188.65
807,2023-03-17,45002.0,184.52,186.22,177.33,180.13,180.13,133197104.0,191.15
808,2023-03-20,45005.0,178.08,186.44,176.35,183.25,183.25,129684400.0,192.36
809,2023-03-21,45006.0,188.28,198.0,188.04,197.58,197.58,153391390.0,192.0
810,2023-03-22,45007.0,199.3,200.66,190.95,191.15,191.15,150376400.0,192.22
811,2023-03-23,45008.0,195.26,199.31,188.65,192.22,192.22,144193900.0,192.36
812,2023-03-24,45009.0,191.65,192.36,187.15,190.41,190.41,116312400.0,194.42
813,2023-03-27,45012.0,194.42,197.39,189.94,191.81,191.81,120851600.0,195.28
814,2023-03-28,45013.0,192.0,192.35,185.43,189.19,189.19,98654600.0,195.58
815,2023-03-29,45014.0,193.13,195.29,189.44,193.88,193.88,123660000.0,195.58
816,2023-03-30,45015.0,195.58,197.33,194.42,195.28,195.28,110252200.0,192.58
817,2023-03-31,45016.0,197.53,207.79,197.2,207.46,207.46,170222100.0,187.62
818,2023-04-03,45019.0,199.91,202.69,192.2,194.77,194.77,169545900.0,186.39
819,2023-04-04,45020.0,197.32,198.74,190.32,192.58,192.58,126463800.0,185.52
820,2023-04-05,45021.0,190.52,190.68,183.76,185.52,185.52,133882496.0,185.06
821,2023-04-06,45022.0,183.08,186.39,179.74,185.06,185.06,123857904.0,185.0
822,2023-04-10,45026.0,179.94,185.1,176.11,184.51,184.51,142154590.0,185.9
823,2023-04-11,45027.0,186.69,189.19,185.65,186.79,186.79,115770896.0,185.6825
824,2023-04-12,45028.0,190.74,191.58,180.31,180.54,180.54,150256300.0,184.31
825,2023-04-13,45029.0,182.96,186.5,180.94,185.9,185.9,112933000.0,183.58
826,2023-04-14,45030.0,183.95,186.28,182.01,185.0,185.0,96438704.0,180.21
827,2023-04-17,45033.0,186.32,189.69,182.69,187.04,187.04,116662200.0,166.0
828,2023-04-18,45034.0,187.15,187.69,183.58,184.31,184.31,92067000.0,164.65
829,2023-04-19,45035.0,179.1,183.5,177.65,180.59,180.59,125732704.0,162.55
830,2023-04-20,45036.0,166.17,169.7,160.56,162.99,162.99,210970800.0,160.67
831,2023-04-21,45037.0,164.8,166.0,161.32,165.08,165.08,123539000.0,160.48
832,2023-04-24,45040.0,164.65,165.65,158.61,162.55,162.55,140006590.0,160.48
833,2023-04-25,45041.0,159.82,163.47,158.75,160.67,160.67,121999296.0,160.48
834,2023-04-26,45042.0,160.29,160.67,153.14,153.75,153.75,153364100.0,160.9
835,2023-04-27,45043.0,152.64,160.48,152.37,160.19,160.19,127015200.0,161.6525
836,2023-04-28,45044.0,160.9,165.0,157.32,164.31,164.31,122515800.0,161.83
837,2023-05-01,45047.0,163.17,163.28,158.83,161.83,161.83,109015000.0,162.95
838,2023-05-02,45048.0,161.88,165.49,158.93,160.31,160.31,128259696.0,166.56
839,2023-05-03,45049.0,160.01,165.0,159.91,160.61,160.61,119728000.0,168.95
840,2023-05-04,45050.0,162.71,162.95,159.65,161.2,161.2,95108496.0,169.82
841,2023-05-05,45051.0,163.97,170.79,163.51,170.06,170.06,107440896.0,170.285
842,2023-05-08,45054.0,173.72,173.8,169.19,171.79,171.79,112249400.0,168.95
843,2023-05-09,45055.0,168.95,169.82,166.56,169.15,169.15,88965000.0,168.54
844,2023-05-10,45056.0,172.55,174.43,166.68,168.54,168.54,119840704.0,168.41
845,2023-05-11,45057.0,168.7,173.57,166.79,172.08,172.08,103889904.0,169.52
846,2023-05-12,45058.0,176.07,177.38,167.23,167.98,167.98,157577100.0,170.99
847,2023-05-15,45061.0,167.66,169.76,164.55,166.35,166.35,105592496.0,175.155
848,2023-05-16,45062.0,165.65,169.52,164.35,166.52,166.52,98288800.0,178.8925
849,2023-05-17,45063.0,168.41,174.5,167.19,173.86,173.86,125473600.0,181.89249999999998
850,2023-05-18,45064.0,174.22,177.06,172.45,176.89,176.89,109520304.0,184.22
851,2023-05-19,45065.0,177.17,181.95,176.31,180.14,180.14,136024190.0,184.75
852,2023-05-22,45068.0,180.7,189.32,180.11,188.87,188.87,132001400.0,186.2
853,2023-05-23,45069.0,186.2,192.96,185.26,185.77,185.77,156952100.0,190.23
854,2023-05-24,45070.0,182.23,184.22,178.22,182.9,182.9,137605100.0,199.37
855,2023-05-25,45071.0,186.54,186.78,180.58,184.47,184.47,96870704.0,201.16
856,2023-05-26,45072.0,184.62,198.6,184.53,193.17,193.17,162061500.0,204.82
857,2023-05-30,45076.0,200.1,204.48,197.53,201.16,201.16,128818704.0,212.53
858,2023-05-31,45077.0,199.78,203.95,195.12,203.93,203.93,150711700.0,217.25
859,2023-06-01,45078.0,202.59,209.8,199.37,207.52,207.52,148029900.0,221.29
860,2023-06-02,45079.0,210.15,217.25,209.75,213.97,213.97,164128990.0,224.22
861,2023-06-05,45082.0,217.8,221.29,214.52,217.61,217.61,151143100.0,230.83
862,2023-06-06,45083.0,216.14,221.91,212.53,221.31,221.31,146911600.0,244.59
863,2023-06-07,45084.0,228.0,230.83,223.2,224.57,224.57,185710800.0,249.83
864,2023-06-08,45085.0,224.22,235.23,223.01,234.86,234.86,164489700.0,251.34
865,2023-06-09,45086.0,249.07,252.42,242.02,244.4,244.4,199882300.0,255.9
866,2023-06-12,45089.0,247.94,250.97,244.59,249.83,249.83,150337900.0,258.92
867,2023-06-13,45090.0,253.51,259.68,251.34,258.71,258.71,162384300.0,260.0675
868,2023-06-14,45091.0,260.17,261.57,250.5,256.79,256.79,170575500.0,260.0675
869,2023-06-15,45092.0,248.4,258.95,247.29,255.9,255.9,160171200.0,260.54
870,2023-06-16,45093.0,258.92,263.6,257.21,260.54,260.54,167563700.0,259.29
871,2023-06-20,45097.0,261.5,274.75,261.12,274.45,274.45,165611200.0,256.6
872,2023-06-21,45098.0,275.13,276.99,257.78,259.46,259.46,211797100.0,250.77
873,2023-06-22,45099.0,250.77,265.0,248.25,264.61,264.61,166875900.0,253.61
874,2023-06-23,45100.0,259.29,262.45,252.8,256.6,256.6,176584100.0,253.6775
875,2023-06-26,45103.0,250.07,258.37,240.7,241.05,241.05,179990590.0,258.03
876,2023-06-27,45104.0,243.24,250.39,240.85,250.21,250.21,164968190.0,261.6775
877,2023-06-28,45105.0,249.7,259.88,248.89,256.24,256.24,159770800.0,276.49
878,2023-06-29,45106.0,258.03,260.74,253.61,257.5,257.5,131283400.0,276.87
879,2023-06-30,45107.0,260.6,264.45,259.89,261.77,261.77,112267600.0,277.52
880,2023-07-03,45110.0,276.49,284.25,275.11,279.82,279.82,119685904.0,276.54
881,2023-07-05,45112.0,278.82,283.85,277.6,282.48,282.48,131530896.0,274.075
882,2023-07-06,45113.0,278.09,279.97,272.88,276.54,276.54,120332096.0,274.075
883,2023-07-07,45114.0,278.43,280.78,273.77,274.43,274.43,113602000.0,274.59
884,2023-07-10,45117.0,276.47,277.52,265.1,269.61,269.61,119425400.0,276.33
885,2023-07-11,45118.0,268.65,270.9,266.37,269.79,269.79,91972400.0,280.0
886,2023-07-12,45119.0,276.33,276.52,271.46,271.99,271.99,95672096.0,286.63
887,2023-07-13,45120.0,274.59,279.45,270.6,277.9,277.9,112681504.0,286.63
888,2023-07-14,45121.0,277.01,285.3,276.31,281.38,281.38,119771104.0,286.63
889,2023-07-17,45124.0,286.63,292.23,283.57,290.38,290.38,131569600.0,271.14750000000004
890,2023-07-18,45125.0,290.15,295.26,286.01,293.34,293.34,112434704.0,268.89
891,2023-07-19,45126.0,296.04,299.29,289.52,291.26,291.26,142355390.0,265.0
892,2023-07-20,45127.0,279.56,280.93,261.2,262.9,262.9,175158300.0,264.35
893,2023-07-21,45128.0,268.0,268.0,255.8,260.02,260.02,161050100.0,264.35
894,2023-07-24,45131.0,255.85,269.85,254.12,269.06,269.06,136508500.0,265.28
895,2023-07-25,45132.0,272.38,272.9,265.0,265.28,265.28,112757296.0,264.34749999999997
896,2023-07-26,45133.0,263.25,268.04,261.75,264.35,264.35,95856200.0,262.945
897,2023-07-27,45134.0,268.31,269.13,255.3,255.71,255.71,103697296.0,260.49
898,2023-07-28,45135.0,259.86,267.25,258.23,266.44,266.44,111446000.0,260.25
899,2023-07-31,45138.0,267.48,269.08,263.78,267.43,267.43,84582200.0,255.57
900,2023-08-01,45139.0,266.26,266.47,260.25,261.07,261.07,83166000.0,253.11
901,2023-08-02,45140.0,255.57,259.52,250.49,254.11,254.11,101752896.0,251.45
902,2023-08-03,45141.0,252.04,260.49,252.0,259.32,259.32,97569104.0,249.8275
903,2023-08-04,45142.0,260.97,264.77,253.11,253.86,253.86,99242600.0,246.38500000000002
904,2023-08-07,45145.0,251.45,253.65,242.76,251.45,251.45,111097904.0,243.79
905,2023-08-08,45146.0,247.45,250.92,245.01,249.7,249.7,96642200.0,241.77
906,2023-08-09,45147.0,250.87,251.1,241.9,242.19,242.19,101596304.0,238.73
907,2023-08-10,45148.0,245.4,251.8,243.0,245.34,245.34,109498600.0,233.97
908,2023-08-11,45149.0,241.77,243.79,238.02,242.65,242.65,98866600.0,228.02
909,2023-08-14,45152.0,235.7,240.66,233.75,239.76,239.76,98595296.0,226.06
910,2023-08-15,45153.0,238.73,240.5,232.61,232.96,232.96,88197600.0,226.06
911,2023-08-16,45154.0,228.02,233.97,225.38,225.6,225.6,112484496.0,226.74
912,2023-08-17,45155.0,226.06,226.74,218.83,219.22,219.22,120718400.0,230.04
913,2023-08-18,45156.0,214.12,217.58,212.36,215.49,215.49,135813700.0,233.19
914,2023-08-21,45159.0,221.55,232.13,220.58,231.28,231.28,135702700.0,235.9525
915,2023-08-22,45160.0,240.25,240.82,229.55,233.19,233.19,130597904.0,238.58
916,2023-08-23,45161.0,229.34,238.98,229.29,236.86,236.86,101077600.0,238.92
917,2023-08-24,45162.0,238.66,238.92,228.18,230.04,230.04,99777400.0,247.7525
918,2023-08-25,45163.0,231.31,239.0,230.35,238.59,238.59,106612200.0,254.2
919,2023-08-28,45166.0,242.58,244.38,235.35,238.82,238.82,107673696.0,255.55
920,2023-08-29,45167.0,238.58,257.48,237.77,257.18,257.18,134047600.0,255.14
921,2023-08-30,45168.0,254.2,260.51,250.59,256.9,256.9,121988400.0,251.92
922,2023-08-31,45169.0,255.98,261.18,255.05,258.08,258.08,108861696.0,251.0875
923,2023-09-01,45170.0,257.26,259.08,242.01,245.01,245.01,132272496.0,251.87749999999997
924,2023-09-05,45174.0,245.0,258.0,244.86,256.49,256.49,129469600.0,255.14
925,2023-09-06,45175.0,255.14,255.39,245.06,251.92,251.92,116959800.0,266.6
926,2023-09-07,45176.0,245.07,252.81,243.27,251.49,251.49,115312896.0,270.42
927,2023-09-08,45177.0,251.22,256.52,246.67,248.5,248.5,118367696.0,271.3
928,2023-09-11,45180.0,264.27,274.85,260.61,273.58,273.58,174667900.0,271.16
929,2023-09-12,45181.0,270.76,278.39,266.6,267.48,267.48,135999900.0,271.1125
930,2023-09-13,45182.0,270.07,274.98,268.1,271.3,271.3,111673696.0,270.42
931,2023-09-14,45183.0,271.32,276.71,270.42,276.04,276.04,107709800.0,266.5
932,2023-09-15,45184.0,277.55,278.98,271.0,274.39,274.39,133422800.0,262.59
933,2023-09-18,45187.0,271.16,271.44,263.76,265.28,265.28,101543296.0,257.79
934,2023-09-19,45188.0,264.35,267.85,261.2,266.5,266.5,103704000.0,251.13750000000002
935,2023-09-20,45189.0,267.04,273.93,262.46,262.59,262.59,122514600.0,244.88
936,2023-09-21,45190.0,257.85,260.86,254.21,255.7,255.7,119531000.0,244.26
937,2023-09-22,45191.0,257.4,257.79,244.48,244.88,244.88,127524096.0,244.26
938,2023-09-25,45194.0,243.38,247.1,238.31,246.99,246.99,104636600.0,244.81
939,2023-09-26,45195.0,242.98,249.55,241.66,244.12,244.12,101993600.0,246.38
940,2023-09-27,45196.0,244.26,245.33,234.58,240.5,240.5,136597200.0,248.14
941,2023-09-28,45197.0,240.02,247.55,238.65,246.38,246.38,117058896.0,250.22
942,2023-09-29,45198.0,250.0,254.77,246.35,250.22,250.22,128346200.0,253.98
943,2023-10-02,45201.0,244.81,254.28,242.62,251.6,251.6,123810400.0,256.25
944,2023-10-03,45202.0,248.61,250.02,244.45,246.53,246.53,101985296.0,259.67
945,2023-10-04,45203.0,248.14,261.86,247.6,261.16,261.16,129721600.0,260.05
946,2023-10-05,45204.0,260.0,263.6,256.25,260.05,260.05,119159200.0,260.9
947,2023-10-06,45205.0,253.98,261.65,250.65,260.53,260.53,117947000.0,259.67
948,2023-10-09,45208.0,255.31,261.36,252.05,259.67,259.67,101377904.0,258.9
949,2023-10-10,45209.0,257.75,268.94,257.65,263.62,263.62,122656000.0,256.63
950,2023-10-11,45210.0,266.2,268.6,260.9,262.99,262.99,103706304.0,253.92
951,2023-10-12,45211.0,262.92,265.41,256.63,258.87,258.87,111508096.0,250.22
952,2023-10-13,45212.0,258.9,259.6,250.22,251.12,251.12,102073800.0,247.08
953,2023-10-16,45215.0,250.05,255.4,248.48,253.92,253.92,88917200.0,223.3625
954,2023-10-17,45216.0,250.1,257.18,247.08,254.85,254.85,93562896.0,217.01
955,2023-10-18,45217.0,252.7,254.63,242.08,242.68,242.68,125147800.0,216.5
956,2023-10-19,45218.0,225.95,230.61,216.78,220.11,220.11,170772700.0,214.11
957,2023-10-20,45219.0,217.01,218.86,210.42,211.99,211.99,137734000.0,212.2
958,2023-10-23,45222.0,210.0,216.98,202.51,212.08,212.08,150683390.0,211.32
959,2023-10-24,45223.0,216.5,222.05,214.11,216.52,216.52,118231104.0,209.01999999999998
960,2023-10-25,45224.0,215.88,220.1,212.2,212.42,212.42,107065104.0,205.66
961,2023-10-26,45225.0,211.32,214.8,204.88,205.76,205.76,115112600.0,205.77
962,2023-10-27,45226.0,210.6,212.41,205.77,207.3,207.3,94881200.0,205.99
963,2023-10-30,45229.0,209.28,210.88,194.67,197.36,197.36,136448190.0,215.0
964,2023-10-31,45230.0,196.12,202.8,194.07,200.84,200.84,118068304.0,219.2
965,2023-11-01,45231.0,204.04,205.99,197.85,205.66,205.66,121661696.0,220.25
966,2023-11-02,45232.0,212.97,219.2,211.45,218.51,218.51,125987600.0,220.8
967,2023-11-03,45233.0,221.15,226.37,218.4,219.96,219.96,119281000.0,219.75
968,2023-11-06,45236.0,223.98,226.32,215.0,219.27,219.27,117335800.0,219.08
969,2023-11-07,45237.0,219.98,223.12,215.72,222.18,222.18,116900096.0,219.75
970,2023-11-08,45238.0,223.15,224.15,217.64,222.11,222.11,106584800.0,220.8
971,2023-11-09,45239.0,219.75,220.8,206.68,209.98,209.98,142110500.0,233.59
972,2023-11-10,45240.0,210.03,215.38,205.69,214.65,214.65,130994000.0,235.03
973,2023-11-13,45243.0,215.6,225.4,211.61,223.71,223.71,140447600.0,235.6
974,2023-11-14,45244.0,235.03,238.14,230.72,237.41,237.41,149771600.0,236.23000000000002
975,2023-11-15,45245.0,239.29,246.7,236.45,242.84,242.84,150354000.0,235.04
976,2023-11-16,45246.0,239.49,240.88,230.96,233.59,233.59,136816800.0,235.04
977,2023-11-17,45247.0,232.0,237.39,226.54,234.3,234.3,142532800.0,235.6
978,2023-11-20,45250.0,234.04,237.1,231.02,235.6,235.6,116320096.0,236.68
979,2023-11-21,45251.0,235.04,243.62,233.34,241.2,241.2,122288000.0,237.915
980,2023-11-22,45252.0,242.04,244.01,231.4,234.21,234.21,117950600.0,238.75
981,2023-11-24,45254.0,233.75,238.75,232.33,235.45,235.45,65125200.0,240.08
982,2023-11-27,45257.0,236.89,238.33,232.1,236.08,236.08,112031800.0,240.08
983,2023-11-28,45258.0,236.68,247.0,234.01,246.72,246.72,148549900.0,238.83
984,2023-11-29,45259.0,249.21,252.75,242.76,244.14,244.14,135401300.0,238.83
985,2023-11-30,45260.0,245.14,245.22,236.91,240.08,240.08,132353200.0,238.83
986,2023-12-01,45261.0,233.14,240.19,231.9,238.83,238.83,121173504.0,239.37
987,2023-12-04,45264.0,235.75,239.37,233.29,235.58,235.58,104099800.0,241.3125
988,2023-12-05,45265.0,233.87,246.66,233.7,238.72,238.72,137971100.0,240.8425
989,2023-12-06,45266.0,242.92,246.57,239.17,239.37,239.37,126436200.0,239.74
990,2023-12-07,45267.0,241.55,244.08,236.98,242.64,242.64,107142304.0,240.27
991,2023-12-08,45268.0,240.27,245.27,239.27,243.84,243.84,102980096.0,240.79
992,2023-12-11,45271.0,242.74,243.44,237.45,239.74,239.74,97913904.0,246.735
993,2023-12-12,45272.0,238.55,238.99,233.87,237.01,237.01,95328304.0,251.78500000000003
994,2023-12-13,45273.0,234.19,240.3,228.2,239.29,239.29,146286300.0,253.01
995,2023-12-14,45274.0,241.22,253.88,240.79,251.05,251.05,160829200.0,253.48
996,2023-12-15,45275.0,251.21,254.13,248.3,253.5,253.5,135720800.0,253.78
997,2023-12-18,45278.0,253.78,258.74,251.36,252.08,252.08,116416496.0,254.5
998,2023-12-19,45279.0,253.48,258.34,253.01,257.22,257.22,106737400.0,254.8
999,2023-12-20,45280.0,256.41,259.84,247.0,247.14,247.14,125097000.0,255.495
1000,2023-12-21,45281.0,251.9,254.8,248.55,254.5,254.5,109594200.0,255.495
1001,2023-12-22,45282.0,256.76,258.22,251.37,252.54,252.54,93249800.0,255.1
1002,2023-12-26,45286.0,254.49,257.97,252.91,256.61,256.61,86892400.0,251.55
1003,2023-12-27,45287.0,258.35,263.34,257.52,261.44,261.44,106494400.0,248.42
1004,2023-12-28,45288.0,263.66,265.13,252.71,253.18,253.18,113619904.0,242.7
1005,2023-12-29,45289.0,255.1,255.19,247.43,248.48,248.48,100615296.0,239.40249999999997
1006,2024-01-02,45293.0,250.08,251.25,244.41,248.42,248.42,104654200.0,238.11
1007,2024-01-03,45294.0,244.98,245.68,236.32,238.45,238.45,121082600.0,237.3425
1008,2024-01-04,45295.0,239.25,242.7,237.73,237.93,237.93,102629296.0,235.3
1009,2024-01-05,45296.0,236.86,240.12,234.9,237.49,237.49,92379400.0,233.94
1010,2024-01-08,45299.0,236.14,241.25,235.3,240.45,240.45,85166600.0,228.5225
1011,2024-01-09,45300.0,238.11,238.96,232.04,234.96,234.96,96705696.0,220.365
1012,2024-01-10,45301.0,235.1,235.5,231.29,233.94,233.94,91628496.0,217.45
1013,2024-01-11,45302.0,230.57,230.93,225.37,227.22,227.22,105873600.0,215.1
1014,2024-01-12,45303.0,220.08,225.34,217.15,218.89,218.89,122889000.0,213.19
1015,2024-01-16,45307.0,215.1,223.49,212.18,219.91,219.91,115355000.0,212.01
1016,2024-01-17,45308.0,214.86,215.67,212.01,215.55,215.55,103164400.0,211.28250000000003
1017,2024-01-18,45309.0,216.88,217.45,208.74,211.88,211.88,108595400.0,209.8025
1018,2024-01-19,45310.0,209.99,213.19,207.56,212.19,212.19,102095800.0,207.75
1019,2024-01-22,45313.0,212.26,217.8,206.27,208.8,208.8,117952496.0,190.93
1020,2024-01-23,45314.0,211.3,215.65,207.75,209.14,209.14,106605904.0,190.61
1021,2024-01-24,45315.0,211.88,212.73,206.77,207.83,207.83,123369904.0,187.29
1022,2024-01-25,45316.0,189.7,193.0,180.06,182.63,182.63,198076800.0,187.9275
1023,2024-01-26,45317.0,185.5,186.78,182.1,183.25,183.25,107343200.0,188.5
1024,2024-01-29,45320.0,185.63,191.48,183.67,190.93,190.93,125013104.0,187.88
1025,2024-01-30,45321.0,195.33,196.36,190.61,191.59,191.59,109982304.0,185.85
1026,2024-01-31,45322.0,187.0,193.97,185.85,187.29,187.29,103221400.0,185.1
1027,2024-02-01,45323.0,188.5,189.88,184.28,188.86,188.86,91843296.0,185.58
1028,2024-02-02,45324.0,185.04,188.69,182.0,187.91,187.91,110505104.0,187.05750000000003
1029,2024-02-05,45327.0,184.26,184.68,175.01,181.06,181.06,134294400.0,188.94
1030,2024-02-06,45328.0,177.21,186.49,177.11,185.1,185.1,122676000.0,188.94
1031,2024-02-07,45329.0,188.18,189.79,182.68,187.58,187.58,111535200.0,188.89
1032,2024-02-08,45330.0,189.0,191.62,185.58,189.56,189.56,83034000.0,188.89
1033,2024-02-09,45331.0,190.18,194.12,189.48,193.57,193.57,84476304.0,188.89
1034,2024-02-12,45334.0,192.11,194.73,187.28,188.13,188.13,95498600.0,189.16
1035,2024-02-13,45335.0,183.99,187.26,182.11,184.02,184.02,86759504.0,194.77
1036,2024-02-14,45336.0,185.3,188.89,183.35,188.71,188.71,81203000.0,195.2725
1037,2024-02-15,45337.0,189.16,200.88,188.86,200.45,200.45,120831800.0,195.2725
1038,2024-02-16,45338.0,202.06,203.17,197.4,199.95,199.95,111173600.0,194.77
1039,2024-02-20,45342.0,196.13,198.6,189.13,193.76,193.76,104545800.0,195.31
1040,2024-02-21,45343.0,193.36,199.44,191.95,194.77,194.77,103844000.0,198.26
1041,2024-02-22,45344.0,194.0,198.32,191.36,197.41,197.41,92739504.0,199.73
1042,2024-02-23,45345.0,195.31,197.57,191.5,191.97,191.97,78841904.0,201.55
1043,2024-02-26,45348.0,192.29,201.78,192.0,199.4,199.4,111747104.0,201.545
1044,2024-02-27,45349.0,204.04,205.6,198.26,199.73,199.73,108645400.0,199.75
1045,2024-02-28,45350.0,200.42,205.3,198.44,202.04,202.04,99806200.0,193.335
1046,2024-02-29,45351.0,204.18,205.28,198.45,201.88,201.88,85907000.0,181.58
1047,2024-03-01,45352.0,200.52,204.52,198.5,202.64,202.64,82099200.0,180.04
1048,2024-03-04,45355.0,198.73,199.75,186.72,188.14,188.14,134334900.0,177.9525
1049,2024-03-05,45356.0,183.05,184.59,177.57,180.74,180.74,119660800.0,177.7225
1050,2024-03-06,45357.0,179.99,181.58,173.7,176.54,176.54,107920896.0,176.68499999999997
1051,2024-03-07,45358.0,174.35,180.04,173.7,178.65,178.65,102129000.0,175.34
1052,2024-03-08,45359.0,181.5,182.73,174.7,175.34,175.34,85315296.0,171.9325
1053,2024-03-11,45362.0,175.45,182.87,174.8,177.77,177.77,85391504.0,170.02
1054,2024-03-12,45363.0,177.77,179.43,172.41,177.54,177.54,87391696.0,169.48
1055,2024-03-13,45364.0,173.05,176.05,169.15,169.48,169.48,106524496.0,170.82
1056,2024-03-14,45365.0,167.77,171.17,160.51,162.5,162.5,126325696.0,171.8
1057,2024-03-15,45366.0,163.16,165.18,160.76,163.57,163.57,96971904.0,171.8
1058,2024-03-18,45369.0,170.02,174.72,165.9,173.8,173.8,108214400.0,171.8
1059,2024-03-19,45370.0,172.36,172.82,167.42,171.32,171.32,77271400.0,173.0
1060,2024-03-20,45371.0,173.0,176.25,170.82,175.66,175.66,83846704.0,175.24
1061,2024-03-21,45372.0,176.39,178.18,171.8,172.82,172.82,73178000.0,176.0
1062,2024-03-22,45373.0,166.69,171.2,166.3,170.83,170.83,75454704.0,176.75
1063,2024-03-25,45376.0,168.76,175.24,168.73,172.63,172.63,74228600.0,176.75
1064,2024-03-26,45377.0,178.58,184.25,177.38,177.67,177.67,113186200.0,175.22
1065,2024-03-27,45378.0,181.41,181.91,176.0,179.83,179.83,81804000.0,170.21
1066,2024-03-28,45379.0,177.45,179.57,175.3,175.79,175.79,77654800.0,168.38
1067,2024-04-01,45383.0,176.17,176.75,170.21,175.22,175.22,81562096.0,168.01
1068,2024-04-02,45384.0,164.75,167.69,163.43,166.63,166.63,116650600.0,170.07
1069,2024-04-03,45385.0,164.02,168.82,163.28,168.38,168.38,82950096.0,171.595
1070,2024-04-04,45386.0,170.07,177.19,168.01,171.11,171.11,123162000.0,172.435
1071,2024-04-05,45387.0,169.08,170.86,160.51,164.9,164.9,141250700.0,172.55
1072,2024-04-08,45390.0,169.34,174.5,167.79,172.98,172.98,104423296.0,172.34
1073,2024-04-09,45391.0,172.91,179.22,171.92,176.88,176.88,103232704.0,170.69
1074,2024-04-10,45392.0,173.04,174.93,170.01,171.76,171.76,84532400.0,165.9475
1075,2024-04-11,45393.0,172.55,175.88,168.51,174.6,174.6,94516000.0,157.64
1076,2024-04-12,45394.0,172.34,173.81,170.36,171.05,171.05,64506600.0,155.45
1077,2024-04-15,45397.0,170.24,170.69,161.38,161.48,161.48,100245296.0,150.94
1078,2024-04-16,45398.0,156.74,158.19,153.75,157.11,157.11,97000000.0,148.29500000000002
1079,2024-04-17,45399.0,157.64,158.33,153.78,155.45,155.45,82439696.0,148.29500000000002
1080,2024-04-18,45400.0,151.25,152.2,148.7,149.93,149.93,96098800.0,148.29500000000002
1081,2024-04-19,45401.0,148.97,150.94,146.22,147.05,147.05,86005104.0,158.96
1082,2024-04-22,45404.0,140.56,144.44,138.8,142.05,142.05,107097600.0,166.37
1083,2024-04-23,45405.0,143.33,147.26,141.11,144.68,144.68,124545104.0,170.18
1084,2024-04-24,45406.0,162.84,167.97,157.51,162.13,162.13,181178000.0,181.715
1085,2024-04-25,45407.0,158.96,170.88,158.36,170.18,170.18,126427504.0,182.84
1086,2024-04-26,45408.0,168.85,172.12,166.37,168.29,168.29,109815696.0,182.86
1087,2024-04-29,45411.0,188.42,198.87,184.54,194.05,194.05,243869700.0,182.84
1088,2024-04-30,45412.0,186.98,190.95,182.84,183.28,183.28,127031800.0,182.0
1089,2024-05-01,45413.0,182.0,185.86,179.01,179.99,179.99,92829696.0,181.19
1090,2024-05-02,45414.0,182.86,184.6,176.02,180.01,180.01,89148000.0,178.42
1091,2024-05-03,45415.0,182.1,184.78,178.42,181.19,181.19,75491504.0,175.01
1092,2024-05-06,45418.0,183.8,187.56,182.2,184.76,184.76,84390304.0,173.06
1093,2024-05-07,45419.0,182.4,183.26,177.4,177.81,177.81,75045904.0,173.06
1094,2024-05-08,45420.0,171.59,176.06,170.15,174.72,174.72,79969504.0,173.4925
1095,2024-05-09,45421.0,175.01,175.62,171.37,171.97,171.97,65950300.0,174.04
1096,2024-05-10,45422.0,173.05,173.06,167.75,168.47,168.47,72627200.0,174.5
1097,2024-05-13,45425.0,170.0,175.4,169.0,171.89,171.89,67018900.0,175.79
1098,2024-05-14,45426.0,174.5,179.49,174.07,177.55,177.55,86407400.0,175.79
1099,2024-05-15,45427.0,179.9,180.0,173.11,173.99,173.99,79663000.0,175.945
